gmail_id,gender,marital_status,seniorcitizen,tenure,auto_renewal,subscription_type,devices_connected,tickets_raised,feedback_sentiment,payment_method,subscription_status,country,language,failed_login_attempts,login_frequency,monthly_usage_hours,server_switch_frequency,streaming_access,average_speed_mbps,connection_success_rate,plan_upgrade_attempts,last_login,unresolved_tickets,discount_used,churn
gregory.james313@gmail.com,Female,Married,False,1,off,premium,3,18,neutral,card,expired,US,Telugu,24,14,136,3,False,good,18,6,very_old,1,True,no
suzanne.vega42@gmail.com,Male,Married,False,4,off,basic,9,13,neutral,upi,expired,Germany,Telugu,28,10,112,3,True,better,2,8,recent,17,False,yes
sheila.reyes183@gmail.com,Male,Single,True,3,off,gold,2,10,positive,card,expired,US,Telugu,35,11,106,4,True,good,2,10,very_old,17,True,yes
melissa.davis223@gmail.com,Female,Married,False,3,on,basic,8,0,negative,upi,cancelled,India,English,29,19,30,8,True,good,15,4,old,19,False,yes
jennifer.calhoun122@gmail.com,Female,Single,True,9,on,basic,4,11,negative,upi,active,Germany,English,1,6,164,9,True,better,11,6,recent,2,False,no
lucas.thomas721@gmail.com,Male,Single,True,3,off,premium,6,7,neutral,paypal,active,UK,Telugu,14,3,106,2,False,better,9,3,recent,20,True,no
kelli.reed434@gmail.com,Female,Married,True,1,off,gold,6,1,neutral,card,cancelled,Germany,English,44,20,97,3,False,poor,16,4,very_old,9,False,yes
robert.foster760@gmail.com,Male,Single,True,8,on,premium,5,10,neutral,card,expired,Germany,English,45,18,133,5,False,good,11,5,very_old,20,False,yes
lacey.williams289@gmail.com,Male,Single,False,7,on,premium,5,8,positive,paypal,expired,India,English,21,5,117,4,True,poor,8,0,recent,0,True,no
debra.alexander739@gmail.com,Female,Married,True,9,off,gold,4,17,positive,paypal,expired,US,Telugu,6,4,26,6,True,better,1,5,very_old,20,True,yes
craig.harvey921@gmail.com,Male,Married,False,4,on,gold,5,3,negative,upi,expired,US,English,1,18,132,9,False,better,6,9,recent,10,True,no
eric.miller80@gmail.com,Male,Single,True,2,off,gold,3,12,positive,card,cancelled,UK,Telugu,4,7,167,3,True,better,5,8,very_old,4,True,no
tommy.mercer85@gmail.com,Male,Married,True,9,off,gold,2,4,negative,card,cancelled,Germany,Hindi,35,19,67,8,True,poor,8,8,very_old,6,True,no
bryce.friedman918@gmail.com,Male,Single,True,3,off,basic,6,4,positive,card,cancelled,India,Telugu,15,19,132,8,True,good,18,2,recent,10,False,no
bradley.page23@gmail.com,Female,Married,False,7,on,gold,1,8,neutral,card,active,India,Hindi,37,16,56,10,False,better,15,1,very_old,11,True,no
lauren.shaw282@gmail.com,Male,Single,True,8,off,basic,4,0,neutral,paypal,expired,India,English,12,5,20,6,False,poor,6,2,recent,4,False,no
jennifer.silva174@gmail.com,Female,Married,False,1,off,premium,2,8,negative,upi,expired,India,Telugu,48,24,75,7,True,poor,5,9,old,9,True,yes
kathryn.hill986@gmail.com,Female,Married,True,5,off,gold,1,8,neutral,paypal,expired,Germany,Telugu,2,16,194,10,False,good,4,4,recent,19,True,no
matthew.kim370@gmail.com,Male,Single,False,8,on,basic,8,4,positive,card,expired,UK,Hindi,35,24,137,9,True,good,11,9,old,3,True,no
jeffrey.graham29@gmail.com,Male,Married,True,7,off,premium,5,2,positive,paypal,cancelled,US,Hindi,11,6,90,4,True,better,11,7,recent,17,False,yes
joyce.bonilla93@gmail.com,Female,Single,True,9,off,premium,1,10,positive,upi,cancelled,India,Telugu,11,20,195,6,True,poor,3,4,recent,9,False,yes
amy.green788@gmail.com,Female,Married,True,7,on,gold,10,16,negative,card,active,UK,English,45,2,49,6,True,better,19,7,old,17,True,no
kenneth.thomas873@gmail.com,Male,Married,True,8,off,premium,3,9,negative,card,cancelled,India,Telugu,13,9,45,9,True,better,11,1,very_old,9,True,yes
michelle.ray218@gmail.com,Female,Married,True,7,on,gold,2,12,neutral,paypal,cancelled,India,Telugu,5,22,148,7,True,good,18,9,old,18,True,no
angela.myers481@gmail.com,Female,Single,False,8,on,basic,8,15,positive,paypal,cancelled,UK,Telugu,40,0,196,8,True,good,1,1,very_old,11,False,yes
jennifer.cooper464@gmail.com,Male,Single,True,3,off,basic,5,15,positive,paypal,expired,UK,Telugu,21,12,163,4,False,poor,4,4,recent,8,False,no
lisa.dawson78@gmail.com,Female,Married,False,3,on,basic,6,1,positive,upi,active,UK,English,23,16,178,3,True,poor,7,4,old,17,False,no
renee.mcgee852@gmail.com,Male,Single,True,1,off,basic,9,15,neutral,upi,active,India,Hindi,21,11,70,10,False,better,12,1,recent,19,True,no
susan.wu753@gmail.com,Male,Single,False,8,on,premium,6,7,neutral,card,active,India,Telugu,4,8,156,4,True,better,19,4,very_old,7,False,no
kristen.moran32@gmail.com,Female,Married,True,9,on,premium,10,19,neutral,card,active,UK,Telugu,2,24,159,4,True,poor,17,8,old,11,False,no
kristina.pearson714@gmail.com,Female,Single,True,7,off,basic,7,11,positive,card,expired,UK,Telugu,39,16,43,5,True,good,7,9,old,11,True,yes
frank.owens416@gmail.com,Female,Married,True,7,on,gold,8,13,negative,upi,active,India,Hindi,30,19,177,3,False,better,6,5,old,13,False,no
cheryl.dixon867@gmail.com,Male,Single,False,6,off,premium,3,9,negative,paypal,cancelled,US,English,6,18,140,1,False,better,13,1,recent,8,False,no
anthony.vega176@gmail.com,Female,Married,False,10,off,basic,2,6,positive,card,expired,UK,Hindi,0,15,106,3,False,poor,2,9,old,15,True,no
april.rogers592@gmail.com,Female,Single,False,4,on,premium,1,16,negative,paypal,expired,India,Hindi,49,3,74,8,True,good,1,5,very_old,3,False,yes
jessica.hamilton151@gmail.com,Female,Married,False,7,on,premium,2,1,positive,upi,expired,Germany,Hindi,44,23,126,1,True,good,5,9,old,13,False,no
dale.sandoval620@gmail.com,Male,Single,False,1,on,gold,1,2,positive,paypal,active,India,Telugu,18,11,46,10,False,good,7,4,very_old,20,True,no
richard.williams752@gmail.com,Female,Married,False,7,off,basic,7,9,neutral,upi,cancelled,US,Hindi,8,19,69,7,True,poor,18,6,very_old,5,False,yes
jessica.henry947@gmail.com,Female,Single,False,4,off,premium,1,20,negative,upi,active,UK,Hindi,50,15,171,1,True,good,15,1,old,15,True,yes
susan.brown420@gmail.com,Female,Married,False,6,off,premium,3,5,neutral,paypal,expired,US,Hindi,2,15,51,9,False,good,4,3,very_old,15,True,no
rebecca.campbell698@gmail.com,Male,Married,False,1,on,premium,10,9,neutral,upi,expired,US,Hindi,15,3,177,8,True,better,5,7,old,15,False,no
john.robles187@gmail.com,Female,Married,False,5,off,gold,9,16,neutral,upi,cancelled,US,Hindi,27,15,39,2,False,poor,14,5,very_old,4,False,no
faith.huynh485@gmail.com,Male,Single,False,3,on,basic,7,8,positive,card,expired,India,English,19,21,15,9,True,good,10,5,old,0,False,no
michael.schaefer240@gmail.com,Female,Single,True,2,off,gold,6,1,positive,card,active,US,English,10,3,112,10,True,good,18,0,very_old,13,True,no
melissa.wood381@gmail.com,Female,Single,True,3,on,premium,9,13,positive,paypal,active,Germany,Hindi,9,16,23,8,False,better,8,2,very_old,15,False,no
anthony.munoz79@gmail.com,Male,Single,False,8,on,gold,1,6,neutral,paypal,active,India,Telugu,34,3,70,7,True,good,7,6,recent,11,False,no
ashley.snyder565@gmail.com,Female,Married,False,7,off,gold,6,15,negative,card,cancelled,Germany,Hindi,7,6,43,8,False,good,2,0,recent,18,False,yes
juan.serrano912@gmail.com,Female,Married,False,4,on,gold,4,19,neutral,card,cancelled,US,English,23,13,52,4,True,good,3,2,recent,5,True,no
john.wilson489@gmail.com,Male,Married,False,5,on,premium,10,0,neutral,card,active,India,English,42,3,73,2,False,better,15,2,very_old,12,False,no
david.cummings106@gmail.com,Male,Married,False,5,on,basic,9,0,negative,upi,expired,India,English,37,9,94,6,False,good,9,9,very_old,4,False,yes
lisa.smith71@gmail.com,Female,Single,False,2,on,gold,5,10,negative,card,active,UK,Telugu,30,6,52,6,True,good,9,4,old,5,False,no
crystal.long945@gmail.com,Male,Married,True,1,on,gold,7,7,negative,paypal,cancelled,UK,Telugu,45,7,164,5,False,good,4,0,very_old,4,False,yes
jasmine.house448@gmail.com,Female,Married,False,1,on,premium,2,18,neutral,card,expired,US,Hindi,30,25,126,8,True,good,13,1,old,3,False,no
albert.wilson301@gmail.com,Male,Married,True,9,on,premium,5,4,neutral,card,cancelled,US,Telugu,37,13,92,5,True,better,1,5,old,5,True,no
charles.bean643@gmail.com,Female,Married,True,5,off,premium,10,4,negative,upi,expired,India,Telugu,30,24,133,7,False,better,1,4,old,19,True,yes
ronald.taylor448@gmail.com,Female,Married,False,8,off,premium,1,18,neutral,upi,expired,UK,Telugu,5,23,138,6,True,poor,2,2,very_old,1,True,no
randy.morse106@gmail.com,Male,Married,True,8,on,gold,4,16,negative,upi,expired,UK,English,20,9,130,7,True,poor,5,4,old,9,True,no
shannon.pacheco667@gmail.com,Female,Single,True,6,on,gold,4,4,neutral,upi,cancelled,India,Hindi,13,0,117,3,False,poor,7,4,very_old,8,False,no
kristen.sheppard447@gmail.com,Male,Married,True,4,on,premium,5,0,negative,card,expired,Germany,Hindi,16,0,197,1,False,good,12,2,very_old,7,True,yes
daniel.valentine76@gmail.com,Male,Single,False,3,on,basic,9,15,negative,card,expired,US,English,28,5,71,4,False,better,15,4,recent,0,True,no
angelica.taylor68@gmail.com,Female,Married,True,10,off,basic,8,15,positive,paypal,cancelled,Germany,English,8,19,90,8,True,poor,9,5,recent,5,True,yes
jeremy.fuller950@gmail.com,Female,Single,True,3,off,premium,7,13,neutral,card,expired,US,Hindi,3,1,177,9,False,poor,3,4,very_old,1,False,yes
sarah.johnson554@gmail.com,Female,Single,False,1,on,premium,6,3,neutral,upi,cancelled,US,English,28,1,10,6,True,poor,6,7,old,9,False,yes
gregory.gillespie856@gmail.com,Female,Single,True,1,off,premium,1,20,negative,upi,active,UK,English,32,23,58,10,False,poor,20,8,old,6,True,no
veronica.bowman570@gmail.com,Male,Married,False,1,off,basic,1,15,positive,paypal,active,UK,Hindi,46,25,131,9,True,better,18,6,old,19,True,no
stephen.turner393@gmail.com,Female,Single,True,2,off,gold,2,8,negative,upi,active,UK,Telugu,43,10,190,5,False,better,15,8,very_old,0,True,no
jonathan.suarez62@gmail.com,Male,Single,False,1,off,basic,9,17,negative,paypal,cancelled,UK,English,29,10,144,7,False,poor,12,9,very_old,4,False,yes
samuel.romero601@gmail.com,Female,Married,False,8,on,basic,6,13,positive,upi,active,US,English,50,15,146,6,True,better,5,9,recent,15,False,yes
emily.valencia601@gmail.com,Female,Single,True,7,on,basic,5,18,positive,paypal,active,Germany,Hindi,19,22,64,9,True,good,9,7,recent,7,True,no
rebecca.hogan735@gmail.com,Female,Married,False,7,off,gold,1,15,positive,upi,active,Germany,Telugu,46,0,168,4,False,poor,2,4,old,13,True,no
kendra.hall505@gmail.com,Female,Single,False,4,off,basic,3,16,positive,paypal,active,Germany,Hindi,6,18,89,7,True,better,17,6,recent,7,False,no
philip.daniels185@gmail.com,Female,Single,True,3,off,gold,10,6,neutral,paypal,expired,Germany,English,26,0,124,10,False,poor,4,1,very_old,0,True,yes
stacey.lam670@gmail.com,Male,Single,True,3,on,basic,4,3,positive,card,cancelled,UK,Hindi,9,21,179,4,True,better,2,6,recent,9,True,no
thomas.jackson52@gmail.com,Female,Married,False,8,on,premium,6,13,positive,paypal,expired,Germany,Hindi,4,14,195,8,False,good,11,6,very_old,9,False,no
ashley.melendez204@gmail.com,Female,Single,False,10,off,basic,6,5,positive,upi,expired,US,Hindi,20,0,192,10,False,poor,10,3,recent,18,True,yes
sandra.mendoza319@gmail.com,Female,Single,True,4,on,gold,4,19,neutral,card,active,Germany,Hindi,41,22,65,4,True,better,15,6,very_old,8,True,no
michelle.martin148@gmail.com,Female,Married,True,4,off,gold,4,18,positive,paypal,expired,US,Telugu,36,1,87,3,False,better,8,3,very_old,19,False,no
kenneth.moore813@gmail.com,Male,Single,False,7,on,basic,10,15,positive,paypal,active,Germany,Telugu,37,20,200,10,True,better,10,3,very_old,16,True,no
bernard.nielsen312@gmail.com,Male,Single,True,5,off,basic,8,2,neutral,card,cancelled,Germany,Telugu,17,8,200,9,True,poor,17,1,recent,10,True,yes
jon.parker352@gmail.com,Female,Married,True,10,off,premium,2,14,negative,paypal,expired,UK,Telugu,25,15,57,10,False,good,12,2,recent,20,True,yes
tina.brown382@gmail.com,Male,Single,False,6,on,gold,3,2,negative,upi,expired,India,English,28,25,105,6,False,good,19,0,old,9,False,yes
zachary.huerta273@gmail.com,Female,Single,True,7,on,basic,9,10,negative,paypal,cancelled,India,English,2,25,186,3,False,better,3,2,old,5,False,yes
stephanie.peterson784@gmail.com,Female,Married,True,7,on,premium,6,17,neutral,card,expired,India,Hindi,5,8,118,3,False,good,10,0,very_old,4,False,yes
chloe.berger547@gmail.com,Female,Married,False,4,on,gold,10,11,positive,paypal,cancelled,US,Telugu,42,15,113,6,False,poor,16,8,recent,8,True,yes
tara.douglas973@gmail.com,Male,Single,False,9,off,premium,3,1,neutral,card,active,India,Telugu,49,10,149,8,True,better,6,9,very_old,1,True,no
john.jensen911@gmail.com,Male,Single,True,8,on,gold,10,9,neutral,upi,cancelled,UK,English,24,18,78,7,True,good,18,3,very_old,8,False,no
harold.joseph429@gmail.com,Female,Married,True,7,on,basic,6,17,positive,paypal,expired,US,Hindi,0,20,196,10,False,better,4,10,old,16,False,yes
lindsay.allen630@gmail.com,Male,Single,True,6,off,gold,10,13,negative,paypal,cancelled,US,English,5,3,18,1,False,poor,4,9,old,10,True,no
robert.garcia653@gmail.com,Female,Married,False,3,on,basic,8,14,neutral,card,cancelled,Germany,Telugu,39,18,101,10,False,good,15,5,very_old,16,True,yes
julie.reyes441@gmail.com,Male,Single,True,3,off,basic,10,15,negative,paypal,cancelled,Germany,Telugu,29,4,144,2,True,better,12,0,old,5,True,no
nicole.johns66@gmail.com,Male,Married,False,10,off,basic,4,11,positive,card,active,Germany,Telugu,16,11,174,8,True,poor,1,5,old,0,False,no
brandon.meyer674@gmail.com,Female,Married,False,4,off,basic,10,12,negative,paypal,cancelled,India,English,17,15,80,10,False,poor,15,6,recent,17,False,yes
nichole.acosta913@gmail.com,Female,Married,True,4,off,gold,10,7,neutral,paypal,expired,US,Telugu,0,12,184,4,True,poor,3,2,recent,2,True,no
lynn.morales75@gmail.com,Male,Married,True,10,on,basic,2,5,neutral,upi,expired,India,English,4,7,196,3,False,better,12,1,very_old,11,True,yes
nicole.rowe150@gmail.com,Female,Single,True,6,off,gold,1,8,negative,paypal,cancelled,UK,Hindi,36,23,182,6,True,poor,20,5,recent,12,False,yes
brian.snyder421@gmail.com,Female,Single,False,6,on,basic,10,11,negative,paypal,active,Germany,Hindi,0,25,51,9,True,better,15,7,very_old,9,False,no
jenny.stevens730@gmail.com,Female,Single,True,7,off,gold,4,19,neutral,card,cancelled,Germany,Hindi,3,20,124,5,False,good,2,8,old,18,True,no
justin.evans601@gmail.com,Female,Married,True,4,on,premium,4,8,positive,upi,active,US,English,22,2,103,1,True,good,20,5,recent,14,False,no
lisa.cabrera550@gmail.com,Female,Single,False,3,on,premium,5,9,positive,paypal,cancelled,US,Telugu,18,9,88,4,False,poor,4,4,very_old,14,True,yes
nicole.fletcher113@gmail.com,Female,Single,False,10,off,basic,3,12,neutral,paypal,expired,UK,Telugu,24,14,45,6,True,poor,9,5,recent,14,True,yes
nicholas.george537@gmail.com,Female,Married,False,9,off,gold,9,18,neutral,upi,cancelled,UK,Telugu,0,25,181,4,True,poor,12,6,very_old,13,False,yes
jason.guerrero160@gmail.com,Male,Single,False,2,off,basic,3,8,negative,upi,expired,Germany,English,30,9,46,6,False,poor,3,0,very_old,2,True,yes
marvin.henderson940@gmail.com,Female,Married,True,9,on,premium,10,0,positive,upi,active,India,English,33,5,37,7,False,poor,7,3,recent,11,True,no
hannah.williams486@gmail.com,Male,Single,True,1,off,gold,10,4,negative,card,expired,UK,Telugu,28,10,38,10,True,good,14,1,old,1,False,yes
angelica.brown355@gmail.com,Female,Married,False,6,on,basic,2,7,neutral,paypal,cancelled,Germany,Hindi,41,23,68,3,False,better,4,9,recent,19,False,no
curtis.scott177@gmail.com,Female,Single,False,5,off,basic,2,20,negative,card,expired,US,Telugu,18,17,108,2,True,poor,10,6,very_old,3,False,no
brian.medina161@gmail.com,Female,Married,True,10,on,premium,5,7,negative,card,active,US,Telugu,34,11,186,3,True,poor,20,2,recent,17,False,no
chad.young685@gmail.com,Female,Single,False,8,off,gold,7,12,neutral,upi,cancelled,Germany,English,4,22,82,6,True,better,16,5,old,1,True,no
christopher.young208@gmail.com,Male,Single,True,7,on,premium,10,7,neutral,card,cancelled,US,Hindi,11,12,113,5,False,good,16,8,very_old,6,True,no
thomas.lowe108@gmail.com,Male,Married,True,3,on,basic,3,9,negative,upi,cancelled,US,English,13,8,154,9,True,good,8,10,very_old,15,True,yes
megan.logan536@gmail.com,Male,Single,True,5,off,basic,5,5,negative,card,expired,US,Telugu,35,7,34,10,True,good,20,10,recent,9,True,yes
stacy.cook635@gmail.com,Female,Married,True,3,on,gold,2,7,positive,card,expired,UK,Hindi,14,21,49,7,True,good,4,6,recent,13,False,no
rachel.faulkner0@gmail.com,Female,Single,False,8,off,premium,7,18,positive,card,expired,UK,English,27,19,120,7,True,good,8,6,recent,12,False,yes
sarah.riley427@gmail.com,Female,Single,False,5,off,basic,1,2,neutral,upi,expired,UK,Hindi,25,4,11,4,False,poor,17,2,old,3,True,no
heather.patel258@gmail.com,Female,Single,True,2,off,premium,9,20,neutral,paypal,expired,UK,English,12,19,187,1,True,poor,13,5,old,10,False,no
brett.gallegos439@gmail.com,Female,Married,False,5,on,gold,10,9,negative,upi,cancelled,Germany,Hindi,12,11,184,7,False,poor,2,1,old,18,False,yes
joan.clark630@gmail.com,Male,Married,False,3,on,basic,8,17,negative,paypal,expired,India,Hindi,21,16,170,2,True,better,1,2,old,1,True,no
james.robinson59@gmail.com,Female,Married,False,8,off,premium,1,2,negative,paypal,cancelled,Germany,English,14,3,166,9,True,better,3,2,very_old,7,False,yes
michael.wang956@gmail.com,Female,Married,True,2,off,premium,3,16,positive,paypal,cancelled,UK,Telugu,35,22,112,6,False,better,20,6,very_old,1,False,yes
james.rodgers283@gmail.com,Male,Single,True,2,on,basic,4,8,negative,paypal,cancelled,India,English,47,5,89,6,False,good,6,3,very_old,16,False,yes
ross.silva370@gmail.com,Male,Single,False,7,off,gold,9,19,neutral,card,expired,India,Telugu,28,23,27,3,True,good,2,8,very_old,16,True,yes
jesse.garcia284@gmail.com,Male,Single,False,7,on,gold,7,10,negative,card,active,UK,Hindi,46,14,101,10,False,poor,20,2,very_old,15,False,yes
william.villegas786@gmail.com,Male,Single,False,8,off,basic,5,1,negative,card,active,India,Telugu,28,3,131,9,True,poor,19,4,old,11,True,no
timothy.white138@gmail.com,Female,Single,False,2,off,gold,10,11,neutral,card,active,India,English,49,17,127,10,False,poor,6,4,old,10,True,no
jason.shepard758@gmail.com,Male,Married,False,9,on,gold,9,16,negative,paypal,cancelled,US,Hindi,42,16,194,5,False,better,10,7,very_old,12,False,yes
connie.smith364@gmail.com,Female,Married,True,6,on,gold,1,14,neutral,card,active,US,Telugu,4,10,88,5,True,poor,2,10,recent,1,True,no
sandra.ward723@gmail.com,Female,Single,True,2,on,basic,2,12,positive,card,expired,India,Hindi,50,12,15,6,True,poor,19,5,recent,4,False,yes
joseph.clark585@gmail.com,Female,Married,False,3,on,gold,8,19,positive,card,active,US,Telugu,12,16,141,3,True,poor,16,6,old,14,False,no
kathryn.brown821@gmail.com,Male,Single,False,10,off,basic,10,18,negative,paypal,expired,US,Telugu,5,18,51,8,True,good,3,8,old,15,True,no
andrew.hunter31@gmail.com,Male,Single,False,1,on,gold,9,2,neutral,card,expired,US,Telugu,32,2,96,3,True,good,13,3,recent,4,False,yes
dana.stevens898@gmail.com,Female,Single,False,9,on,gold,10,0,neutral,card,cancelled,US,Telugu,26,10,140,6,True,good,14,9,recent,14,False,yes
antonio.cervantes104@gmail.com,Female,Married,True,5,off,gold,1,15,neutral,upi,active,UK,Telugu,38,21,147,8,False,poor,7,1,recent,13,False,yes
tommy.montgomery997@gmail.com,Female,Single,True,1,on,premium,8,4,positive,paypal,expired,Germany,Hindi,28,24,128,9,False,poor,12,0,old,4,False,no
eric.cisneros338@gmail.com,Female,Married,False,3,off,basic,6,16,negative,card,active,India,Telugu,43,11,25,6,True,better,8,4,very_old,15,True,no
robin.torres965@gmail.com,Male,Married,False,9,on,premium,9,18,neutral,upi,active,US,Telugu,26,4,92,1,False,better,19,10,old,3,False,no
nathan.dickerson286@gmail.com,Male,Single,True,10,off,premium,3,10,negative,paypal,expired,Germany,Hindi,35,0,60,5,False,better,17,5,recent,14,False,yes
jessica.lopez287@gmail.com,Female,Single,True,5,on,premium,5,6,neutral,paypal,expired,Germany,English,31,11,163,2,False,better,9,0,very_old,19,False,yes
deanna.mitchell445@gmail.com,Male,Single,True,4,off,gold,7,19,positive,paypal,expired,Germany,Hindi,27,1,132,3,True,poor,17,7,old,0,False,yes
paula.montes772@gmail.com,Female,Married,True,10,on,premium,5,18,neutral,upi,expired,US,English,38,21,78,10,True,good,18,7,recent,6,True,no
christopher.garcia716@gmail.com,Female,Married,True,5,off,basic,6,3,negative,upi,expired,UK,Hindi,43,22,39,7,False,good,11,1,old,15,True,yes
elizabeth.barrett179@gmail.com,Male,Married,False,1,off,premium,2,5,positive,paypal,active,UK,Hindi,4,24,29,9,False,good,13,10,old,15,False,no
paige.carter583@gmail.com,Female,Married,True,3,off,gold,9,6,neutral,card,expired,Germany,English,28,1,165,4,True,better,14,1,very_old,9,False,no
james.davis441@gmail.com,Female,Single,True,8,off,basic,9,2,neutral,card,active,US,Telugu,40,12,87,10,True,better,8,7,old,15,True,no
john.kim449@gmail.com,Male,Married,True,10,off,basic,10,13,negative,card,expired,US,Hindi,22,16,157,6,False,poor,13,10,old,2,True,no
patrick.henderson611@gmail.com,Female,Single,True,4,off,premium,2,10,positive,paypal,active,UK,Hindi,3,24,133,2,True,good,19,6,recent,2,False,no
melissa.faulkner646@gmail.com,Female,Married,True,6,off,gold,8,6,positive,card,active,UK,English,18,17,116,4,True,good,16,9,old,10,False,no
ethan.hansen884@gmail.com,Female,Married,True,2,off,premium,4,0,neutral,card,cancelled,US,Telugu,43,22,78,4,False,better,1,6,recent,17,True,yes
adrian.brooks229@gmail.com,Male,Single,False,6,on,gold,10,18,negative,card,active,UK,Telugu,50,24,146,7,False,good,3,0,very_old,3,True,no
marilyn.jimenez733@gmail.com,Male,Married,True,6,off,gold,5,1,negative,paypal,active,India,English,11,6,113,6,True,good,2,6,recent,17,False,no
linda.proctor785@gmail.com,Female,Married,False,1,off,basic,1,12,negative,upi,expired,UK,English,31,23,106,3,False,better,9,6,recent,4,False,yes
lonnie.jackson585@gmail.com,Male,Married,True,8,on,gold,2,11,negative,card,expired,UK,Hindi,35,5,95,10,False,better,12,9,recent,4,True,yes
kelly.sullivan249@gmail.com,Male,Single,False,9,off,premium,1,19,negative,card,cancelled,UK,Hindi,4,8,61,1,True,poor,17,10,very_old,15,False,yes
andrea.glenn440@gmail.com,Female,Married,False,9,on,gold,8,18,positive,card,expired,US,Hindi,34,15,111,10,True,poor,15,7,very_old,1,True,no
diana.gonzales143@gmail.com,Male,Single,True,5,on,gold,6,11,positive,paypal,cancelled,UK,Hindi,12,13,17,5,True,poor,15,7,very_old,13,True,yes
elizabeth.garcia799@gmail.com,Male,Married,False,7,on,premium,7,18,neutral,upi,cancelled,Germany,Telugu,16,19,19,9,False,good,11,9,very_old,10,False,no
justin.dorsey700@gmail.com,Male,Married,False,7,off,gold,4,2,negative,card,cancelled,Germany,Hindi,12,14,68,1,False,better,1,1,recent,12,True,yes
anne.martinez534@gmail.com,Male,Single,False,7,on,premium,1,1,negative,card,active,India,English,17,12,117,2,False,better,7,1,old,16,False,no
christina.turner561@gmail.com,Male,Married,True,9,on,basic,1,10,negative,paypal,expired,India,Telugu,16,20,14,2,False,good,12,9,old,8,True,yes
jonathan.peterson363@gmail.com,Female,Single,True,2,off,premium,4,16,negative,card,active,India,Telugu,40,18,146,1,False,good,8,4,very_old,9,False,no
jason.wolfe689@gmail.com,Male,Single,True,9,on,gold,9,7,neutral,card,cancelled,India,Telugu,4,23,185,8,True,better,16,2,recent,10,True,no
thomas.guerrero305@gmail.com,Female,Married,True,1,off,premium,9,5,positive,upi,active,India,Telugu,29,10,117,4,True,poor,14,3,very_old,17,True,yes
courtney.wright710@gmail.com,Male,Married,False,7,off,basic,8,12,positive,card,active,Germany,Hindi,41,0,199,8,False,better,19,6,old,0,True,no
shannon.lloyd34@gmail.com,Male,Single,True,10,off,gold,3,7,neutral,card,expired,UK,English,47,25,129,9,False,poor,15,7,very_old,16,True,yes
corey.simpson85@gmail.com,Female,Married,True,4,on,basic,9,14,positive,upi,active,US,English,18,3,189,4,True,good,20,6,recent,19,True,no
julie.hernandez470@gmail.com,Male,Married,False,10,off,premium,6,13,neutral,card,cancelled,US,Hindi,30,9,200,8,True,better,9,0,very_old,12,True,no
amber.nelson455@gmail.com,Female,Single,False,5,on,premium,3,14,neutral,upi,active,India,Hindi,46,12,159,4,True,better,17,7,very_old,0,False,no
donald.reed405@gmail.com,Female,Married,True,5,off,gold,4,13,negative,card,cancelled,Germany,Hindi,7,9,183,3,True,good,8,1,old,2,True,yes
jennifer.evans76@gmail.com,Female,Single,False,3,off,basic,4,13,neutral,paypal,active,Germany,Telugu,28,5,30,3,False,poor,19,10,old,20,False,no
patrick.kane928@gmail.com,Female,Married,True,9,off,gold,1,11,negative,upi,active,UK,Hindi,15,4,135,7,True,poor,16,7,old,2,True,no
lawrence.brown462@gmail.com,Male,Married,False,5,on,gold,7,20,neutral,paypal,active,Germany,Telugu,2,10,173,2,False,poor,1,9,old,4,True,no
david.bailey70@gmail.com,Female,Single,False,5,on,premium,4,4,positive,upi,active,UK,Telugu,30,17,13,2,True,poor,9,1,old,19,False,no
john.bell231@gmail.com,Female,Married,False,5,on,gold,6,8,positive,paypal,cancelled,US,English,47,13,192,9,False,good,8,7,very_old,15,False,yes
miranda.griffith991@gmail.com,Female,Married,True,2,off,premium,9,0,negative,card,active,UK,Hindi,18,7,199,7,True,good,7,1,recent,10,False,no
jonathon.watson767@gmail.com,Male,Married,True,3,off,basic,9,10,neutral,paypal,cancelled,US,English,16,10,165,1,True,good,15,4,recent,5,False,yes
elizabeth.morgan535@gmail.com,Female,Married,False,5,off,basic,5,7,positive,paypal,expired,Germany,English,1,16,20,2,False,poor,11,7,very_old,7,False,yes
vanessa.liu179@gmail.com,Female,Single,True,7,on,premium,4,5,positive,paypal,active,India,Telugu,41,25,189,2,False,better,11,2,very_old,7,True,no
gregory.lynch391@gmail.com,Male,Married,False,2,off,gold,8,1,negative,paypal,expired,US,Telugu,45,1,95,3,False,better,10,3,old,19,False,yes
natasha.zamora834@gmail.com,Male,Single,False,1,off,premium,9,7,negative,paypal,cancelled,US,Telugu,4,19,152,7,True,better,17,8,recent,2,True,no
kayla.wright789@gmail.com,Female,Single,False,10,on,gold,7,16,positive,card,active,UK,English,46,16,180,10,True,poor,19,3,recent,9,False,no
tracy.carson309@gmail.com,Male,Married,True,8,on,basic,7,1,neutral,card,cancelled,Germany,Hindi,41,15,170,4,True,good,19,4,very_old,2,True,yes
maria.hardy40@gmail.com,Male,Single,False,3,on,basic,9,1,neutral,paypal,expired,Germany,Hindi,20,4,122,1,True,good,5,8,old,6,True,no
nicholas.dennis560@gmail.com,Female,Married,False,10,on,premium,5,5,neutral,upi,cancelled,India,English,23,12,35,8,False,poor,7,2,very_old,15,False,yes
